Assignment,Organization Name
980D2E,HTC Corporation
842F75,Innokas Group
D4BF7F,UPVEL
5061D6,Indu-Sol GmbH
68EC62,YODO Technology Corp. Ltd.
F07F0C,Leopold Kostal GmbH &Co. KG
5C22C4,"DAE EUN ELETRONICS CO., LTD"
08482C,"Raycore Taiwan Co., LTD."
F4B381,WindowMaster A/S
74F102,"Beijing HCHCOM Technology Co., Ltd"
080EA8,Velex s.r.l.
0086A0,Private
60FE1E,China Palms Telecom.Ltd
"8,41E+028","KERNEL-I Co.,LTD"
349D90,Heinzmann GmbH & CO. KG
D4016D,"TP-LINK TECHNOLOGIES CO.,LTD."
FC1186,Logic3 plc
50CD32,"NanJing Chaoran Science & Technology Co.,Ltd."
683EEC,ERECA
44619C,FONsystem co. ltd.
BCBAE1,AREC Inc.
18FA6F,ISC applied systems corp
9C9726,Technicolor
880905,MTMCommunications
C42628,Airo Wireless
745F00,Samsung Semiconductor Inc.
541FD5,Advantage Electronics
90FF79,Metro Ethernet Forum
E08177,"GreenBytes, Inc."
48F230,"Ubizcore Co.,LTD"
B0C95B,"Beijing Symtech CO.,LTD"
DCA989,MACANDC
C05E6F,"V. Stonkaus firma ""Kodinis Raktas"""
6CD146,Smartek d.o.o.
E0C2B7,Masimo Corporation
F82EDB,RTW GmbH & Co. KG
60A44C,ASUSTek COMPUTER INC.
045FA7,"Shenzhen Yichen Technology Development Co.,LTD"
983F9F,China SSJ (Suzhou) Network Technology Inc.
F02329,"SHOWA DENKI CO.,LTD."
6499A0,AG Elektronik AB
A80180,IMAGO Technologies GmbH
044CEF,"Fujian Sanao Technology Co.,Ltd"
DC1DD4,Microstep-MIS spol. s r.o.
E01877,FUJITSU LIMITED
149448,BLU CASTLE S.A.
40516C,Grandex International Corporation
D0D471,"MVTECH co., Ltd"
34ADE4,"Shanghai Chint Power Systems Co., Ltd."
1853,Hanyang Digitech Co.Ltd
C4E032,IEEE 1904.1 Working Group
ACDBDA,"Shenzhen Geniatech Inc, Ltd"
A42C08,Masterwork Automodules
60B185,ATH system
504F94,Loxone Electronics GmbH
8C078C,FLOW DATA INC
8887DD,DarbeeVision Inc.
807B1E,Corsair Components
A0E25A,"Amicus SK, s.r.o."
F87B62,"FASTWEL INTERNATIONAL CO., LTD. Taiwan Branch"
B49842,zte corporation
9C9C1D,Starkey Labs Inc.
90CC24,"Synaptics, Inc"
AC1702,Fibar Group sp. z o.o.
7898FD,Q9 Networks Inc.
3C57D5,FiveCo
4C2258,"cozybit, Inc."
10EA59,Cisco SPVTG
34FA40,"Guangzhou Robustel Technologies Co., Limited"
181725,"Cameo Communications, Inc."
E82E24,Out of the Fog Research LLC
1C52D6,FLAT DISPLAY TECHNOLOGY CORPORATION
40270B,"Mobileeco Co., Ltd"
ACE97F,IoT Tech Limited
301518,Ubiquitous Communication Co. ltd.
101248,"ITG, Inc."
106FEF,Ad-Sol Nissin Corp
A036F0,Comprehensive Power
180CAC,CANON INC.
00DB1E,Albedo Telecom SL
74943D,AgJunction
080C0B,SysMik GmbH Dresden
C8FB26,Cisco SPVTG
7CC8AB,"Acro Associates, Inc."
C4DA26,NOBLEX SA
1CC316,"MileSight Technology Co., Ltd."
C4E7BE,"SCSpro Co.,Ltd"
105F49,Cisco SPVTG
4495FA,Qingdao Santong Digital Technology Co.Ltd
60F2EF,"VisionVera International Co., Ltd."
B01266,Futaba-Kikaku
909DE0,Newland Design + Assoc. Inc.
64D814,"Cisco Systems, Inc"
6CE4CE,Villiger Security Solutions AG
30F33A,+plugg srl
58CF4B,Lufkin Industries
C4393A,SMC Networks Inc
D45C70,Wi-Fi Alliance
08EBED,"World Elite Technology Co.,LTD"
60BC4C,EWM Hightec Welding GmbH
F41E26,Simon-Kaloi Engineering
C44567,SAMBON PRECISON and ELECTRONICS
D0738E,"DONG OH PRECISION CO., LTD. "
E8718D,Elsys Equipamentos Eletronicos Ltda
3C83B5,Advance Vision Electronics Co. Ltd.
808287,ATCOM Technology Co.Ltd.
28A192,GERP Solution
A08C15,Gerhard D. Wempe KG
8CE081,zte corporation
485261,SOREEL
10FBF0,KangSheng LTD.
3C57BD,Kessler Crane Inc.
600F77,"SilverPlus, Inc"
6851B7,"PowerCloud Systems, Inc."
A44E2D,"Adaptive Wireless Solutions, LLC"
3CC12C,AES Corporation
0CCDFB,EDIC Systems Inc.
2CE2A8,DeviceDesign
B49DB4,Axion Technologies Inc.
D8182B,Conti Temic Microelectronic GmbH
304449,PLATH GmbH
94FD2E,"Shanghai Uniscope Technologies Co.,Ltd"
64A341,"Wonderlan (Beijing) Technology Co., Ltd."
8CAE4C,Plugable Technologies
D8D5B9,"Rainforest Automation, Inc."
C0A0E2,Eden Innovations
E8ABFA,Shenzhen Reecam Tech.Ltd.
58874C,LITE-ON CLEAN ENERGY TECHNOLOGY CORP.
E85BF0,Imaging Diagnostics
20DC93,"Cheetah Hi-Tech, Inc."
7846C4,DAEHAP HYPER-TECH
0CD9C1,Visteon Corporation
68AB8A,RF IDeas
70E24C,SAE IT-systems GmbH & Co. KG
88615A,Siano Mobile Silicon Ltd.
30215B,"Shenzhen Ostar Display Electronic Co.,Ltd"
DC028E,zte corporation
DCB058,Bürkert Werke GmbH
641C67,DIGIBRAS INDUSTRIA DO BRASILS/A
C8E1A7,Vertu Corporation Limited
88D7BC,DEP Company
F49466,"CountMax,  ltd"
4CAB33,KST technology
5CE0F6,NIC.br- Nucleo de Informacao e Coordenacao do Ponto BR
0,ARIMA Communications Corp.
F8E4FB,"Actiontec Electronics, Inc"
588700,"Shenzhen Coship Electronics Co., Ltd."
B4DFFA,Litemax Electronics Inc.
48F8B3,"Cisco-Linksys, LLC"
681CA2,Rosewill Inc.
7C092B,Bekey A/S
D808F5,Arcadia Networks Co. Ltd. 
84DF0C,NET2GRID BV
3CB87A,Private
E425E9,Color-Chip
F44848,Amscreen Group Ltd
441319,WKK TECHNOLOGY LTD.
088F2C,Hills Sound Vision & Lighting
3C9F81,"Shenzhen CATIC Bit Communications Technology Co.,Ltd"
18339D,"Cisco Systems, Inc"
642216,"Shandong Taixin Electronic co.,Ltd"
D43D7E,"Micro-Star Int'l Co, Ltd"
64517E,"LONG BEN (DONGGUAN) ELECTRONIC TECHNOLOGY CO.,LTD."
0C57EB,Mueller Systems
48282F,zte corporation
745327,"COMMSEN CO., LIMITED"
E47185,Securifi Ltd
881036,Panodic(ShenZhen) Electronics Limted
18F87A,i3 International Inc.
142DF5,Amphitech
90F72F,"Phillips Machine & Welding Co., Inc. "
B45570,Borea
5C5015,"Cisco Systems, Inc"
0CD2B5,Binatone Telecommunication Pvt. Ltd
4846F1,Uros Oy
1CD40C,Kriwan Industrie-Elektronik GmbH
747B7A,ETH Inc.
1C7C45,"Vitek Industrial Video Products, Inc."
C8AE9C,Shanghai TYD Elecronic Technology Co. Ltd
A44C11,"Cisco Systems, Inc"
782544,Omnima Limited
D4DF57,Alpinion Medical Systems
5048EB,BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD.
40AC8D,"Data Management, Inc."
54466B,"Shenzhen CZTIC Electronic Technology Co., Ltd  "
1C3477,Innovation Wireless
4423AA,"Farmage Co., Ltd."
A0EF84,"Seine Image Int'l Co., Ltd"
AC7A42,iConnectivity
5869F9,Fusion Transactive Ltd.
B0C83F,"Jiangsu Cynray IOT Co., Ltd."
CC14A6,"Yichun MyEnergy Domain, Inc"
98D686,"Chyi Lee industry Co., ltd."
20443A,Schneider Electric Asia Pacific Ltd
28C914,Taimag Corporation
4C7897,Arrowhead Alarm Products Ltd
AC0A61,Labor S.r.L.
B482C5,"Relay2, Inc."
60D1AA,Vishal Telecommunications Pvt Ltd
CCC104,Applied Technical Systems
709BA5,"Shenzhen Y&D Electronics Co.,LTD."
EC42F0,"ADL Embedded Solutions, Inc."
10BD18,"Cisco Systems, Inc"
B0435D,"NuLEDs, Inc."
A82BD6,"Shina System Co., Ltd"
8CC7AA,Radinet Communications Inc.
20014F,Linea Research Ltd
80D18B,"Hangzhou I'converge Technology Co.,Ltd"
B4A4B5,"Zen Eye Co.,Ltd"
489153,Weinmann Geräte für Medizin GmbH + Co. KG
549D85,EnerAccess inc
5CEE79,Global Digitech Co LTD
9CE10E,NCTech Ltd
28F606,Syes srl
A0C3DE,Triton Electronic Systems Ltd.
AC3FA4,"TAIYO YUDEN CO.,LTD"
0C130B,Uniqoteq Ltd.
14CF8D,"OHSUNG ELECTRONICS CO., LTD."
808698,Netronics Technologies Inc.
2C00F7,XOS
809393,Xapt GmbH
00DEFB,"Cisco Systems, Inc"
90AC3F,BrightSign LLC
7CACB2,Bosch Software Innovations GmbH
0043FF,KETRON S.R.L.
745798,TRUMPF Laser GmbH + Co. KG
38E08E,Mitsubishi Electric Corporation
E4FA1D,PAD Peripheral Advanced Design Inc.
4C9E80,"KYOKKO ELECTRIC Co., Ltd."
A826D9,HTC Corporation
F03A55,Omega Elektronik AS
24B88C,"Crenus Co.,Ltd."
98BC57,SVA TECHNOLOGIES CO.LTD
98FE03,Ericsson - North America
F0EEBB,VIPAR GmbH
54D0ED,AXIM Communications
A49005,"CHINA GREATWALL COMPUTER SHENZHEN CO.,LTD"
3055ED,Trex Network LLC
D4A02A,"Cisco Systems, Inc"
463,Nome Oy
BCA4E1,Nabto
900A3A,PSG Plastic Service GmbH
FC5B26,MikroBits
5CC213,Fr. Sauter AG
581D91,"Advanced Mobile Telecom co.,ltd."
9CB008,Ubiquitous Computing Technology Corporation
00376D,"Murata Manufacturing Co., Ltd."
E0EF25,"Lintes Technology Co., Ltd."
CCEED9,VAHLE DETO GmbH
645EBE,Yahoo! JAPAN
CCC50A,"SHENZHEN DAJIAHAO TECHNOLOGY CO.,LTD"
D01AA7,UniPrint
B08E1A,"URadio Systems Co., Ltd"
E05DA6,Detlef Fink Elektronik & Softwareentwicklung
0C7523,"BEIJING GEHUA CATV NETWORK CO.,LTD"
BC2C55,"Bear Flag Design, Inc."
04F4BC,Xena Networks
608C2B,Hanson Technology
EC1120,FloDesign Wind Turbine Corporation
C495A2,"SHENZHEN WEIJIU INDUSTRY AND TRADE DEVELOPMENT CO., LTD"
0C9E91,Sankosha Corporation
F48771,Infoblox
04F021,Compex Systems Pte Ltd
8823FE,TTTech Computertechnik AG
98AAD7,BLUE WAVE NETWORKING CO LTD
20107A,"Gemtek Technology Co., Ltd."
502267,PixeLINK
9092B4,Diehl BGT Defence GmbH & Co. KG
806007,RIM
38A851,"Moog, Ing"
90185E,Apex Tool Group GmbH & Co OHG
649EF3,"Cisco Systems, Inc"
34D09B,MobilMAX Technology Inc.
87572,Obelux Oy
9C1FDD,Accupix Inc.
506441,Greenlee
80946C,TOKYO RADAR CORPORATION
00FA3B,CLOOS ELECTRONIC GMBH
28CD1C,Espotel Oy
D824BD,"Cisco Systems, Inc"
D878E5,KUHN SA
C49300,8Devices
4C3910,"Newtek Electronics co., Ltd."
5808FA,Fiber Optic & telecommunication INC.
7C94B2,Philips Healthcare PCCI
200505,RADMAX COMMUNICATION PRIVATE LIMITED
5848C0,COFLEC
C8F704,Building Block Video
C8AF40,marco Systemanalyse und Entwicklung GmbH
AC319D,"Shenzhen TG-NET Botone Technology Co.,Ltd."
08D09F,"Cisco Systems, Inc"
B81413,Keen High Holding(HK) Ltd.
2037BC,Kuipers Electronic Engineering BV
A887ED,ARC Wireless LLC
983571,Sub10 Systems Ltd
B05CE5,Nokia Corporation
CC6BF1,Sound Masking Inc.
B82CA0,Honeywell HomMed
94AE61,Alcatel Lucent
7CA61D,"MHL, LLC"
5CCEAD,CDYNE Corporation
9CA3BA,SAKURA Internet Inc.
709756,"Happyelectronics Co.,Ltd"
D4206D,HTC Corporation
1866000,"Veros Systems, Inc."
00B338,Kontron Design Manufacturing Services (M) Sdn. Bhd
94DE0E,SmartOptics AS
A429B7,bluesky
7C6B33,Tenyu Tech Co. Ltd.
CCB8F1,EAGLE KINGDOM TECHNOLOGIES LIMITED
DC2E6A,"HCT. Co., Ltd."
34255D,"Shenzhen Loadcom Technology Co.,Ltd"
1897FF,TechFaith Wireless Technology Limited
8C8E76,taskit GmbH
B4D8DE,"iota Computing, Inc."
54CDA7,"Fujian Shenzhou Electronic Co.,Ltd"
1000FD,LaonPeople
603553,Buwon Technology
B89BC9,SMC Networks Inc
48022A,B-Link Electronic Limited
48A6D2,"GJsun Optical Science and Tech Co.,Ltd."
186D99,Adanis Inc.
D44B5E,"TAIYO YUDEN CO., LTD."
B40C25,Palo Alto Networks
40BF17,Digistar Telecom. SA
E4AFA1,HES-SO
58920D,Kinetic Avionics Limited
207600,"Actiontec Electronics, Inc"
84D32A,IEEE 1905.1
F8E7B5,µTech Tecnologia LTDA
0462D7,ALSTOM HYDRO FRANCE
CCC8D7,CIAS Elettronica srl
64AE0C,"Cisco Systems, Inc"
A446FA,AmTRAN Video Corporation
2804,FERMAX ELECTRONICA S.A.U.
FC01CD,FUNDACION TEKNIKER
88E7A6,iKnowledge Integration Corp.
98E79A,"Foxconn(NanJing) Communication Co.,Ltd."
54F5B6,ORIENTAL PACIFIC INTERNATIONAL LIMITED
34A55D,TECHNOSOFT INTERNATIONAL SRL
D0C282,"Cisco Systems, Inc"
449CB5,"Alcomp, Inc"
24E6BA,JSC Zavod im. Kozitsky
8C8A6E,"ESTUN AUTOMATION TECHNOLOY CO., LTD"
E0ED1A,"vastriver Technology Co., Ltd"
685E6B,"PowerRay Co., Ltd."
4C32D9,M Rutty Holdings Pty. Ltd.
603FC5,"COX CO., LTD"
182B05,8D Technologies
54A9D4,Minibar Systems
4861A3,"Concern ""Axion"" JSC"
D89685,GoPro
08A12B,"ShenZhen EZL Technology Co., Ltd"
94319B,Alphatronics BV
08FC52,OpenXS BV
205B5E,"Shenzhen Wonhe Technology Co., Ltd"
3CC99E,"Huiyang Technology Co., Ltd"
C8A1BA,Neul Ltd
AC02EF,Comsis
C43A9F,Siconix Inc.
0418B6,Private
D4024A,Delphian Systems LLC
84248D,Zebra Technologies Inc
24EC99,ASKEY COMPUTER CORP
B8621F,"Cisco Systems, Inc"
B45CA4,Thing-talk Wireless Communication Technologies Corporation Limited
AC8ACD,"ROGER D.Wensker, G.Wensker sp.j."
984246,"SOL INDUSTRY PTE., LTD"
28A574,Miller Electric Mfg. Co.
3826CD,ANDTEK
C436DA,Rusteletech Ltd.
00FC70,"Intrepid Control Systems, Inc."
D0AFB6,"Linktop Technology Co., LTD"
444F5E,"Pan Studios Co.,Ltd."
0C3956,Observator instruments
A49981,"FuJian Elite Power Tech CO.,LTD."
B83A7B,Worldplay (Canada) Inc.
783F15,EasySYNC Ltd.
88B168,Delta Control GmbH
20B399,Enterasys
18B79E,Invoxia
147411,RIM
5C56ED,3pleplay Electronics Private Limited
0838A5,Funkwerk plettac electronic GmbH
BCCD45,VOISMART
78028F,"Adaptive Spectrum and Signal Alignment (ASSIA), Inc."
D4A425,"SMAX Technology Co., Ltd."
98F8DB,Marini Impianti Industriali s.r.l.
140708,Private
24C9DE,Genoray
605464,Eyedro Green Solutions Inc.
54055F,Alcatel Lucent
405539,"Cisco Systems, Inc"
B8BEBF,"Cisco Systems, Inc"
38FEC5,Ellips B.V.
24C86E,Chaney Instrument Co.
D4D898,"Korea CNO Tech Co., Ltd"
507000000,He Shan World Fair Electronics Technology Limited
28EE2C,Frontline Test Equipment
802275,Beijing Beny Wave Technology Co Ltd
BC8199,"BASIC Co.,Ltd."
24470E,PentronicAB
A4DB2E,Kingspan Environmental Ltd
F44EFD,"Actions Semiconductor Co.,Ltd.(Cayman Islands)"
34BCA6,"Beijing Ding Qing Technology, Ltd."
D4C1FC,Nokia Corporation
48DCFB,Nokia Corporation
688470,"eSSys Co.,Ltd"
F08BFE,"COSTEL.,CO.LTD"
5435DF,Symeo GmbH
F43D80,FAG Industrial Services GmbH
D4F0B4,Napco Security Technologies
40B3FC,Logital Co. Limited 
D05FCE,Hitachi Data Systems
8C82A8,"Insigma Technology Co.,Ltd"
3C2763,SLE quality engineering GmbH & Co. KG
A44B15,Sun Cupid Technology (HK) LTD
508ACB,"SHENZHEN MAXMADE TECHNOLOGY CO., LTD."
7032D5,Athena Wireless Communications Inc
7CF0BA,Linkwell Telesystems Pvt Ltd
CCC62B,Tri-Systems Corporation
ACF97E,ELESYS INC.
4C7367,Genius Bytes Software Solutions GmbH
DC2B66,InfoBLOCK S.A. de C.V.
14F0C5,Xtremio Ltd.
C027B9,"Beijing National Railway Research & Design Institute  of Signal & Communication Co., Ltd."
70A41C,Advanced Wireless Dynamics S.L.
285132,"Shenzhen Prayfly Technology Co.,Ltd"
4C3B74,"VOGTEC(H.K.) Co., Ltd"
509772,Westinghouse Digital
D85D84,CAx soft GmbH
78A683,Precidata
BC6784,Environics Oy
B4E0CD,"Fusion-io, Inc"
50AF73,"Shenzhen Bitland Information Technology Co., Ltd."
"4,88E+044",DIGALOG GmbH
286046,"Lantech Communications Global, Inc."
A424B3,FlatFrog Laboratories AB
A4856B,Q Electronics Ltd
84EA99,Vieworks
DCCBA8,Explora Technologies Inc
58EECE,Icon Time Systems
A41BC0,Fastec Imaging Corporation
E01F0A,Xslent Energy Technologies. LLC
F40321,BeNeXt B.V.
00B033,"OAO ""Izhevskiy radiozavod"""
707EDE,NASTEC LTD.
CCBE71,OptiLogix BV
7CDD90,"Shenzhen Ogemray Technology Co., Ltd."
C07E40,"SHENZHEN XDK COMMUNICATION EQUIPMENT CO.,LTD"
E44F29,MA Lighting Technology GmbH
6CAB4D,Digital Payment Technologies
60DA23,"Estech Co.,Ltd"
28F358,2C - Trifonov & Co
304C7E,"Panasonic Electric Works Automation Controls Techno Co.,Ltd."
64D1A3,Sitecom Europe BV
3831AC,WEG
2C7ECF,Onzo Ltd
10E3C7,Seohwa Telecom
E84040,"Cisco Systems, Inc"
0C8112,Private
7C7D41,"Jinmuyu Electronics Co., Ltd."
4C1480,"NOREGON SYSTEMS, INC"
60F673,TERUMO CORPORATION
E48AD5,"RF WINDOW CO., LTD."
24F0FF,"GHT Co., Ltd."
4C07C9,"COMPUTER OFFICE Co.,Ltd."
40F4EC,"Cisco Systems, Inc"
2872F0,ATHENA
9C807D,SYSCABLE Korea Inc.
180B52,Nanotron Technologies GmbH
64DE1C,Kingnetic Pte Ltd
540496,Gigawave LTD
C8C126,ZPM Industria e Comercio Ltda
041D10,Dream Ware Inc.
88DD79,Voltaire
4468AB,"JUIN COMPANY, LIMITED"
"9,02E+089",LabJack
C8208E,Storagedata
00B342,"MacroSAN Technologies Co., Ltd."
4CB9C8,"CONET CO., LTD."
0474A1,Aligera Equipamentos Digitais Ltda
106400,ADFweb.com s.r.l.
CC34D7,GEWISS S.P.A.
B4CFDB,"Shenzhen Jiuzhou Electric Co.,LTD"
C46354,"U-Raku, Inc."
20FEDB,M2M Solution S.A.S.
405FBE,RIM
E05B70,"Innovid, Co., Ltd."
43604,Gyeyoung I&T
34F968,"ATEK Products, LLC"
D0D0FD,"Cisco Systems, Inc"
706417,ORBIS TECNOLOGIA ELECTRICA S.A.
64FC8C,Zonar Systems
28ED58,JAG Jakob AG
9873C4,Sage Electronic Engineering LLC
B8797E,Secure Meters (UK) Limited
200500000000,OOO InProMedia
E0D10A,Katoudenkikougyousyo co ltd
1C0656,IDY Corporation
C44B44,Omniprint Inc.
6015C7,IdaTech
188ED5,TP Vision Belgium N.V. - innovation site Brugge
8CE7B3,Sonardyne International Ltd
0034F1,"Radicom Research, Inc."
A8B0AE,LEONI 
60893C,Thermo Fisher Scientific P.O.A.
5C17D3,LGE 
70A191,"Trendsetter Medical, LLC"
58BC27,"Cisco Systems, Inc"
34D2C4,RENA GmbH Print Systeme
E0A670,Nokia Corporation
E061B2,"HANGZHOU ZENOINTEL TECHNOLOGY CO., LTD"
4491DB,"Shanghai Huaqin Telecom Technology Co.,Ltd"
14D76E,"CONCH ELECTRONIC Co.,Ltd"
CC6B98,Minetec Wireless Technologies
C4CD45,"Beijing Boomsense Technology CO.,LTD."
D0BB80,SHL Telemedicine International Ltd.
1C83B0,Linked IP GmbH
F065DD,Primax Electronics Ltd.
706582,"Suzhou Hanming Technologies Co., Ltd."
94C7AF,Raylios Technology
6854F5,enLighted Inc
008C10,Black Box Corp.
20A2E7,Lee-Dickens Ltd
8CDD8D,Wifly-City System Inc.
EC98C1,"Beijing Risbo Network Technology Co.,Ltd"
ECC38A,Accuenergy (CANADA) Inc
D48FAA,"Sogecam Industrial, S.A."
38A95F,Actifio Inc
A0DDE5,SHARP Corporation
94A7BC,"BodyMedia, Inc."
6C9B02,Nokia Corporation
84DB2F,Sierra Wireless Inc
A45055,busware.de
C89383,"Embedded Automation, Inc."
D49E6D,"Wuhan Zhongyuan Huadian Science & Technology Co.,"
94F720,"Tianjin Deviser Electronics Instrument Co., Ltd"
EC2368,"IntelliVoice Co.,Ltd."
B45253,Seagate Technology
04DD4C,Velocytech
B4C810,UMPI Elettronica
38580C,Panaccess Systems GmbH
24AF54,NEXGEN Mediatech Inc.
F0F9F7,IES GmbH & Co. KG
CC0CDA,Miljovakt AS
C01242,Alpha Security Products
90507B,Advanced PANMOBIL Systems GmbH & Co. KG
00B5D6,Omnibit Inc.
F893F3,VOLANS
7C3E9D,PATECH
4C60D5,airPointe of New Hampshire
D45297,"nSTREAMS Technologies, Inc."
78EC22,"Shanghai Qihui Telecom Technology Co., LTD"
F8D756,Simm Tronic Limited 
E087B1,Nata-Info Ltd.
A8B1D4,"Cisco Systems, Inc"
4CBAA3,Bison Electronics Inc.
EC7C74,"Justone Technologies Co., Ltd."
3C1A79,"Huayuan Technology CO.,LTD"
30E48E,Vodafone UK
08512E,Orion Diagnostica Oy
9CF61A,UTC Fire and Security
C802A6,Beijing Newmine Technology
C84C75,"Cisco Systems, Inc"
284C53,Intune Networks
102D96,Looxcie Inc.
3037A6,"Cisco Systems, Inc"
ACEA6A,"GENIX INFOCOMM CO., LTD."
5C35DA,There Corporation Oy
5218,Wuxi Keboda Electron Co.Ltd
08F2F4,"Net One Partners Co.,Ltd."
68EFBD,"Cisco Systems, Inc"
183BD2,BYD Precision Manufacture Company Ltd.
F45595,HENGBAO Corporation LTD.
C08B6F,S I Sistemas Inteligentes Eletrônicos Ltda
BCA9D6,"Cyber-Rain, Inc."
0CDDEF,Nokia Corporation
80C63F,"Remec Broadband Wireless , LLC"
F09CBB,RaonThink Inc.
FCE23F,CLAY PAKY SPA
B0E39D,"CAT SYSTEM CO.,LTD."
78A6BD,"DAEYEON Control&Instrument Co,.Ltd"
481249,Luxcom Technologies Inc.
B43DB2,Degreane Horizon
C4823F,"Fujian Newland Auto-ID Tech. Co,.Ltd."
F4C795,WEY Elektronik AG
87695,"Auto Industrial Co., Ltd."
ACCE8F,"HWA YAO TECHNOLOGIES CO., LTD"
042F56,ATOCS (Shenzhen) LTD
084E1C,"H2A Systems, LLC"
A4B121,Arantia 2010 S.L.
9889ED,Anadem Information Inc.
147373,TUBITAK UEKAE
982D56,Resolution Audio
00A2DA,INAT GmbH
6C3E9C,KE Knestel Elektronik GmbH
F89D0D,Control Technology Inc.
1010B6,McCain Inc
081FF3,"Cisco Systems, Inc"
5CE286,Nortel Networks
2CCD27,Precor Inc
6C5E7A,"Ubiquitous Internet Telecom Co., Ltd"
D828C9,General Electric Consumer and Industrial
C86C1E,Display Systems Ltd
EC6C9F,"Chengdu Volans Technology CO.,LTD"
CCCC4E,Sun Fountainhead USA. Corp 
60D30A,Quatius Limited
BC9DA5,DASCOM Europe GmbH
"9,42E+065",Finsécur
C8D2C1,Jetlun (Shenzhen) Corporation
F0BCC8,MaxID (Pty) Ltd
406186,"MICRO-STAR INT'L CO.,LTD"
74E537,RADSPIN
7C08D9,Shanghai B-Star Technology Co
"4,48E+083",VIG
2046F9,Advanced Network Devices (dba:AND)
0C8230,"SHENZHEN MAGNUS TECHNOLOGIES CO.,LTD"
50934F,Gradual Tecnologia Ltda.
34EF8B,NTT Communications Corporation
38E98C,Reco S.p.A.
F02408,Talaris (Sweden) AB
A06986,Wellav Technologies Ltd
F02FD8,Bi2-Vision
C86CB6,"Optcom Co., Ltd."
C45976,Fugoo Coorporation
B0C8AD,People Power Company
A870A5,UniComm Inc.
80177D,Nortel Networks
E8DAAA,VideoHome Technology Corp.
647D81,"YOKOTA INDUSTRIAL CO,.LTD"
8891DD,Racktivity
C4198B,Dominion Voting Systems Corporation
C83A35,"Tenda Technology Co., Ltd."
F4ACC1,"Cisco Systems, Inc"
584CEE,"Digital One Technologies, Limited"
E064BB,DigiView S.r.l.
4C63EB,Application Solutions (Electronics and Vision) Ltd
C01E9B,Pixavi AS
64168D,"Cisco Systems, Inc"
24D2CC,SmartDrive Systems Inc.
7C6C8F,AMS NEVE LTD
C4E17C,U2S co.
A8C222,TM-Research Inc.
50252B,Nethra Imaging Incorporated
A4DA3F,Bionics Corp.
9C4E8E,ALT Systems Ltd
448312,Star-Net
687924,ELS-GmbH & Co. KG
38BB23,OzVision America LLC
003A99,"Cisco Systems, Inc"
04C05B,Tigo Energy
5C1437,Thyssenkrupp Aufzugswerke GmbH
9C55B4,I.S.E. S.r.l.
DC2C26,Iton Technology Limited
4CC452,Shang Hai Tyd. Electon Technology Ltd.
F0C24C,"Zhejiang FeiYue Digital Technology Co., Ltd"
08184C,"A. S. Thomas, Inc."
5CE223,Delphin Technology AG
FC6198,"NEC Personal Products, Ltd"
F871FE,"The Goldman Sachs Group, Inc."
D8C3FB,DETRACOM
201257,Most Lucky Trading Ltd
D49C28,JayBird LLC
A03A75,PSS Belgium N.V.
746B82,MOVEK 
0C8411,A.O. Smith Water Products
F8E968,Egker Kft.
E8DFF2,"PRF Co., Ltd."
6440,"Cisco Systems, Inc"
D0E40B,Wearable Inc.
AC867E,Create New Technology (HK) Limited Company
58F67B,Xia Men UnionCore Technology LTD.
A02EF3,"United Integrated Services Co., Led."
A8CE90,CVC
00271F,"MIPRO Electronics Co., Ltd"
00271A,Geenovo Technology Ltd.
2714,"Grainmustards, Co,ltd."
2717,"CE Digital(Zhenjiang)Co.,Ltd"
2708,Nordiag ASA
2701,INCOstartec GmbH
2702,SolarEdge Technologies
0026FB,"AirDio Wireless, Inc."
0026F5,XRPLUS Inc.
2632,Instrumentation Technologies d.d.
00262C,IKT Advanced Technologies s.r.o.
2626,"Geophysical Survey Systems, Inc."
00261F,SAE Magnetics (H.K.) Ltd.
2620,ISGUS GmbH
00261A,Femtocomm System Technology Corp.
2613,Engel Axil S.L.
00260D,"Mercury Systems, Inc."
0025D8,KOREA MAINTENANCE
0025CC,Mobile Communications Korea Incorporated
0025C5,Star Link Communication Pvt. Ltd.
0025C6,"kasercorp, ltd"
0025C0,ZillionTV Corporation
0025B4,"Cisco Systems, Inc"
0025B9,Cypress Solutions Inc
0025AD,Manufacturing Resources International
2600,TEAC Australia Pty Ltd.
2607,Enabling Technology Pty Ltd
0025FB,Tunstall Healthcare A/S
0025FA,J&M Analytik AG
0025F6,"netTALK.com, Inc."
0025EF,"I-TEC Co., Ltd."
25000000000,"i-mate Development, Inc."
2690,I DO IT
00268A,Terrier SC Ltd
2689,General Dynamics Robotic Systems
2684,KISAN SYSTEM
2683,"Ajoho Enterprise Co., Ltd."
00267D,A-Max Technology Macao Commercial Offshore Company Limited
2677,DEIF A/S
2671,"AUTOVISION Co., Ltd"
00266A,ESSENSIUM NV
0026EF,"Technology Advancement Group, Inc."
26000000000,SP Corp
0026DC,Optical Systems Design
0026D6,"Ningbo Andy Optoelectronic Co., Ltd."
0026CF,DEKA R&D
0026D0,Semihalf
0026CA,"Cisco Systems, Inc"
0026C9,"Proventix Systems, Inc."
0026C3,Insightek Corp.
2664,Core System Japan
2658,T-Platforms (Cyprus) Limited
2645,Circontrol S.A.
00263F,LIOS Technology GmbH
2639,"T.M. Electronics, Inc."
